log_N,log_k0,log_cooling_rate,log_c_repulsion,Holdout_MAE,NLL
2.197224577,1.509635162,-2.686084457,-6.351079231,0.603937984,1735.740593
2.197224577,2.67056535,-4.202428629,-5.789959119,0.569052071,1648.871213
1.609437912,2.865459323,-2.3838002,-5.280045689,0.605880897,1740.429979
1.791759469,2.1906967,-2.414933342,-5.011588807,0.603010743,1733.497295
1.098612289,2.440685819,-3.014656409,-4.82989728,0.647029067,1836.363356
1.098612289,1.758516846,-3.750838659,-4.548210982,0.645702818,1833.367647
1.945910149,1.430564564,-3.461679925,-4.406021221,0.582343784,1682.581188
2.079441542,2.289928948,-3.155460445,-4.243882653,0.571043423,1653.971447
0.693147181,0.075652833,-2.364311332,-4.169521207,1.165096031,2695.088014
2.48490665,1.69718925,-2.333916479,-4.028743081,0.625516103,1786.994704
2.397895273,2.626984461,-2.830941998,-3.917140985,0.556374761,1615.97764
1.791759469,2.589393839,-2.89841871,-3.833423093,0.580891498,1678.935601
1.791759469,2.806631176,-3.642819794,-3.778071082,0.595937604,1716.270692
2.302585093,0.558151113,-3.513686251,-3.721333065,0.650682787,1844.584667
2.48490665,1.966114497,-5.020900685,-3.64439069,0.55707663,1617.818274
1.386294361,2.776026387,-2.745720351,-3.570160904,0.613562522,1758.824142
2.079441542,2.706566869,-2.709957629,-3.553735604,0.568767105,1648.1399
1.386294361,2.335382623,-2.617703109,-3.449429327,0.624294304,1784.140148
2.079441542,1.24617108,-2.884117227,-3.417518658,0.6550986,1854.459384
2.48490665,1.854708386,-3.079767877,-3.37290464,0.583765907,1686.142262
0.693147181,2.527606443,-3.379691842,-3.297871714,0.762248005,2075.629251
2.197224577,2.099919189,-2.520573714,-3.248134806,0.579378513,1675.127936
1.098612289,2.463307719,-2.446610747,-3.240283187,0.651893985,1847.299823
1.609437912,0.879449708,-2.532903818,-3.171140506,0.81427459,2172.026736
2.48490665,2.838623745,-3.888260542,-3.139660413,0.571178338,1654.316346
1.945910149,2.21695086,-3.10388525,-3.115183049,0.579332481,1675.011933
1.791759469,2.741141496,-3.801287193,-3.052500187,0.598363724,1722.20243
1.791759469,2.398864564,-2.470167386,-3.021196413,0.602438102,1732.110166
2.397895273,2.88822144,-2.555001066,-2.987523876,0.576437566,1667.698049
2.302585093,2.351674598,-6.777394153,-2.964855121,0.57142054,1654.935314
1.098612289,2.116879076,-4.396281655,-2.925156369,0.64911767,1841.06863
2.302585093,1.585785247,-2.803226483,-2.895770043,0.600166368,1726.594246
1.386294361,2.496812201,-3.303869059,-2.877366966,0.622453877,1779.829693
1.609437912,2.610506224,-4.594821563,-2.845090022,0.608823494,1747.503635
2.302585093,1.271789837,-4.0702147,-2.795862233,0.584326737,1687.544226
2.397895273,1.91266327,-3.224269049,-2.786796488,0.581741244,1681.069772
1.945910149,2.723816047,-2.950427852,-2.760651374,0.56798969,1646.142947
0.693147181,1.136632316,-5.163679895,-2.728756421,0.880558123,2286.283845
2.079441542,0.743342943,-2.308802063,-2.706073514,0.874621622,2276.407563
0.693147181,2.0343579,-2.627319324,-2.662929568,0.858950277,2250.010288
1.534746942,2.76397934,-4.059522993,-3.123198822,0.601970724,1728.605842
1.613005298,2.645134771,-3.34081437,-2.775511122,0.592998592,1691.493774
2.137607726,2.641282842,-3.691897435,-3.141493025,0.582763153,1696.317115
2.243034038,2.16707866,-4.222998975,-2.914084409,0.565562173,1639.889717
2.112623604,2.465148116,-3.810485999,-3.079870709,0.558606775,1617.379666
2.171883204,2.542325498,-3.329631017,-3.31885484,0.574376034,1653.357834
1.998640961,2.583788431,-3.159765145,-3.089911437,0.58017035,1679.419384
1.724094369,1.893572338,-4.784844887,-2.99686475,0.580251048,1669.28305
2.103821671,1.869296647,-4.517886772,-3.676107148,0.565323962,1631.41511
1.508528726,1.192275864,-2.624836866,-2.891271508,0.751054248,2058.250495
2.016797574,2.826595462,-3.877572502,-2.901898286,0.585225094,1668.954147
1.967979008,2.572799009,-3.645068313,-3.51511181,0.572171472,1654.583049
1.365687383,1.994769729,-3.094608941,-3.33281662,0.626733261,1776.347837
1.925747294,2.858879231,-3.799932076,-3.571612276,0.588462544,1688.538322
2.356576215,2.589395619,-4.192140633,-2.923568752,0.570825213,1638.691264
1.633660856,2.552999525,-3.177762209,-3.127815414,0.589452682,1697.966898
1.979627833,2.332387547,-4.33920465,-2.985571669,0.558145317,1635.046579
2.042588078,2.419052162,-4.378587781,-2.920708059,0.587259413,1698.336064
1.576497354,2.224773953,-3.925954173,-3.285811401,0.58033601,1660.303794
1.641499446,2.132389513,-4.530308734,-3.46979059,0.571874923,1641.349758
1.754021392,2.206396044,-3.959075981,-3.048863332,0.587128745,1706.134957
1.516928449,2.340496941,-3.565983641,-3.394062758,0.566281975,1637.24877
1.654084933,2.319652573,-3.684315247,-2.95510027,0.598067797,1716.763807
2.423860533,2.197170847,-4.941908496,-2.806456009,0.566698431,1646.195683
1.512500228,2.453274173,-3.352215062,-3.1557564,0.579035928,1668.530603
1.283055701,1.912063097,-3.464064714,-3.676108665,0.596149088,1702.678127
